"firstname";"sex";"spread";"med";"count";"position";"year"
"Abraham";"m";0.25;2;2;1;2012
"Abraham";"m";0.25;2;2;1;2014
"Abraham";"m";0.25;2;2;1;2015
"Abraham";"m";0.25;2;3;1;2016
"Abraham";"m";0.25;2;2;1;2017
"Abraham";"m";0.25;2;1;1;2018
"Abram";"m";0;1;1;1;2015
"Abramo";"m";0;1;1;1;2010
"Abrar";"w";0;1;1;1;2013
"Abrhale";"m";0;1;1;1;2016
"Abrhayam";"m";0;1;1;1;2012
"Abtin";"m";0;1;1;1;2012
"Abtin";"m";0;1;1;1;2013
"Abtin";"m";0;1;1;1;2017
"Abtin";"m";0;1;1;1;2018
"Abu";"m";0.5;1;1;1;2012
"Abu";"m";0.5;1;1;1;2016
"Abu";"m";0.5;1;2;1;2018
"Abu";"w";0;1;1;1;2016
"Abubakar";"m";0;1;1;1;2015
"Abubakar";"m";0;1;1;1;2016
"Abubaker";"m";0;1;1;1;2016
"Abubakir";"m";0;1;1;1;2011
"Abul";"m";0;1;1;1;2016
"Abulfez";"m";0;1;1;1;2016
"Abush";"m";0;2;2;1;2010
"Abyan";"m";0;1;1;1;2015
"Abygale";"w";0;1;1;1;2012
"Acar";"m";0;1;1;1;2013
"Ace";"m";0;1;1;1;2017
"Acelia";"w";0;1;1;1;2015
"Acelya";"w";1;1.5;2;1;2010
"Acelya";"w";1;1.5;1;1;2011
"Acelya";"w";1;1.5;2;1;2012
"Acelya";"w";1;1.5;1;1;2013
"Acelya";"w";1;1.5;2;1;2014
"Acelya";"w";1;1.5;1;1;2017
"Acheron";"m";0;1;1;1;2014
"Achiaa";"w";0;1;1;1;2013
"Achieng";"w";0;1;1;1;2010
"Achil";"m";0;1;1;1;2015
"Achill";"m";0;1;1;1;2015
"Achilleas";"m";0;1;1;1;2013
"Achilleas";"m";0;1;1;1;2015
"Achilles";"m";0;2;2;1;2010
"Achilles";"m";0;2;2;1;2016
"Achillis";"m";0;1;1;1;2016
"Achim";"m";0.5;1;2;1;2010
"Achim";"m";0.5;1;1;1;2011
"Achim";"m";0.5;1;1;1;2014
"Achmedin";"m";0;1;1;1;2015
"Achraf";"m";0;1;1;1;2010
"Achyutha";"m";0;1;1;1;2015
"Achyuthan";"m";0;1;1;1;2014
"Acibe";"w";0;1;1;1;2011
"Acosta";"w";0;1;1;1;2011
"ad-Din";"m";0;1;1;1;2015
"Ada";"m";0;1;1;1;2012
"Ada";"m";0;1;1;1;2014
"Ada";"m";0;1;1;1;2016
"Ada";"w";3;8;4;1;2010
"Ada";"w";3;8;11;1;2011
"Ada";"w";3;8;8;1;2012
"Ada";"w";3;8;8;1;2013
"Ada";"w";3;8;8;1;2014
"Ada";"w";3;8;5;1;2015
"Ada";"w";3;8;11;1;2016
"Ada";"w";3;8;6;1;2017
"Ada";"w";3;8;5;1;2018
"Adèle";"w";0;1;1;1;2013
"Adèle";"w";0;1;1;1;2014
"Adéle";"w";0;1;1;1;2013
"Adalbert";"m";0;1;1;1;2012
"Adalet";"w";0;1;1;1;2015
"Adalida";"w";0;1;1;1;2017
"Adalina";"w";0;1;1;1;2014
"Adam";"m";7;26;20;1;2010
"Adam";"m";7;26;22;1;2011
"Adam";"m";7;26;28;1;2012
"Adam";"m";7;26;17;1;2013
"Adam";"m";7;26;29;1;2014
"Adam";"m";7;26;25;1;2015
"Adam";"m";7;26;26;1;2016
"Adam";"m";7;26;32;1;2017
"Adam";"m";7;26;43;1;2018
"Adam-Nathan";"m";0;1;1;1;2018
"Adama";"m";0;2;2;1;2010
"Adama";"w";0.5;1.5;1;1;2010
"Adama";"w";0.5;1.5;2;1;2017
"Adamantios";"m";0;1;1;1;2015
"Adamo";"m";0;1;1;1;2018
"Adamov";"m";0;1;1;1;2015
"Adams";"m";0;1;1;1;2016
"Adan";"m";0;1;1;1;2017
"Adanma";"w";0;1;1;1;2010
"Adanna";"w";0;1;1;1;2016
"Adanne";"w";0;1;1;1;2016
"Adano";"m";0;1;1;1;2010
"Adaobi";"w";0;1;1;1;2018
"Adaora";"w";0;1;1;1;2013
"Adar";"m";0;1;1;1;2011
"Adar";"m";0;1;1;1;2016
"Adar";"m";0;1;1;1;2018
"Adar";"w";0;2;2;1;2017
"Adara";"w";0;1;1;1;2013
"Adara";"w";0;1;1;1;2014
"Adashia";"w";0;1;1;1;2016
"Adazee";"m";0;1;1;1;2010
"Addeva";"w";0;1;1;1;2012
"Addo";"m";0;1;1;1;2016
"Adea";"w";0.5;1;1;1;2012
"Adea";"w";0.5;1;1;1;2016
"Adea";"w";0.5;1;2;1;2017
"Adeel";"m";0;1;1;1;2010
"Adejumoke";"w";0;1;1;1;2010
"Adel";"m";0;1;1;1;2010
"Adel";"m";0;1;1;1;2013
"Adel";"m";0;1;1;1;2014
"Adel";"m";0;1;1;1;2015
"Adel";"m";0;1;1;1;2016
"Adel";"m";0;1;1;1;2018
"Adel";"w";0;1;1;1;2015
"Adel";"w";0;1;1;1;2016
"Adela";"w";0;1;1;1;2011
"Adela";"w";0;1;1;1;2012
"Adelaida";"w";0;1;1;1;2013
"Adelaide";"w";0;1;1;1;2016
"Adele";"w";2;4;1;1;2010
"Adele";"w";2;4;6;1;2011
"Adele";"w";2;4;2;1;2012
"Adele";"w";2;4;4;1;2013
"Adele";"w";2;4;4;1;2014
"Adele";"w";2;4;4;1;2015
"Adele";"w";2;4;7;1;2016
"Adele";"w";2;4;1;1;2017
"Adele";"w";2;4;2;1;2018
"Adelheid";"w";1;1;1;1;2010
"Adelheid";"w";1;1;2;1;2011
"Adelheid";"w";1;1;1;1;2012
"Adelheid";"w";1;1;2;1;2013
"Adelheid";"w";1;1;1;1;2015
"Adelia";"w";0.5;1.5;2;1;2016
"Adelia";"w";0.5;1.5;1;1;2018
"Adelina";"w";0;3;4;1;2010
"Adelina";"w";0;3;3;1;2011
"Adelina";"w";0;3;3;1;2012
"Adelina";"w";0;3;2;1;2013
"Adelina";"w";0;3;3;1;2014
"Adelina";"w";0;3;3;1;2015
"Adelina";"w";0;3;3;1;2016
"Adelina";"w";0;3;3;1;2017
"Adelina";"w";0;3;1;1;2018
"Adeline";"w";0;1;1;1;2014
"Adeline";"w";0;1;1;1;2017
"Adelisa";"w";0;1;1;1;2014
"Adelisa";"w";0;1;1;1;2016
"Adelisa";"w";0;1;1;1;2017
"Adelya";"w";0;1;1;1;2017
"Adelya";"w";0;1;1;1;2018
"Adem";"m";3;4;4;1;2010
"Adem";"m";3;4;3;1;2011
"Adem";"m";3;4;3;1;2012
"Adem";"m";3;4;4;1;2013
"Adem";"m";3;4;9;1;2014
"Adem";"m";3;4;7;1;2015
"Adem";"m";3;4;6;1;2016
"Adem";"m";3;4;8;1;2017
"Adem";"m";3;4;4;1;2018
"Adem-Kaan";"m";0;1;1;1;2010
"Aden";"m";0;1;1;1;2013
"Aden";"w";0;1;1;1;2017
"Adena";"w";0;1;1;1;2013
"Adenike";"w";0;1;1;1;2015
"Adenike";"w";0;1;1;1;2016
"Adeola";"w";0;1;1;1;2016
"Aderonke";"w";0;1;1;1;2014
"Adeshola";"m";0;1;1;1;2014
"Adesuwa";"w";0;2;2;1;2010
"Adetokunbo";"m";0;1;1;1;2011
"Adham";"m";0;1;1;1;2017
"Adham";"m";0;1;1;1;2018
"Adi";"m";0.5;1.5;1;1;2010
"Adi";"m";0.5;1.5;2;1;2011
"Adian";"m";0.5;2;1;1;2016
"Adian";"m";0.5;2;2;1;2017
"Adian";"m";0.5;2;2;1;2018
"Adiana";"w";0;1;1;1;2016
"Adişah";"w";0;1;1;1;2015
"Adib";"m";0.5;1;2;1;2010
"Adib";"m";0.5;1;1;1;2011
"Adib";"m";0.5;1;1;1;2014
"Adiel";"m";0;1;1;1;2012
"Adigo";"m";0;1;1;1;2014
"Adil";"m";1.75;2.5;2;1;2011
"Adil";"m";1.75;2.5;1;1;2012
"Adil";"m";1.75;2.5;3;1;2015
"Adil";"m";1.75;2.5;2;1;2016
"Adil";"m";1.75;2.5;4;1;2017
"Adil";"m";1.75;2.5;4;1;2018
"Adil";"w";0;1;1;1;2016
"Adila";"w";0;1;1;1;2013
"Adilchan";"m";0;1;1;1;2011
"Adilhan";"m";0;1;1;1;2016
"Adilia";"w";0;1;1;1;2010
"Adilon";"m";0;1;1;1;2010
"Adin";"m";1;1.5;1;1;2010
"Adin";"m";1;1.5;1;1;2012
"Adin";"m";1;1.5;2;1;2013
"Adin";"m";1;1.5;1;1;2014
"Adin";"m";1;1.5;2;1;2016
"Adin";"m";1;1.5;2;1;2018
"Adina";"w";0;1;1;1;2015
"Adina";"w";0;1;1;1;2016
"Adina";"w";0;1;1;1;2017
"Adis";"m";0;1;1;1;2013
"Adis";"m";0;1;1;1;2014
"Adis";"m";0;1;1;1;2015
"Adis";"m";0;1;1;1;2016
"Adis";"m";0;1;1;1;2017
"Adisa";"w";0;1;1;1;2016
"Adisha";"w";0;1;1;1;2010
"Adison";"m";0;1;1;1;2015
"Adisona";"w";0;1;1;1;2013
"Aditi";"w";0;1;1;1;2014
"Adity";"w";0;1;1;1;2016
"Adja";"w";0;1;1;1;2010
"Adja";"w";0;1;1;1;2014
"Adja";"w";0;1;1;1;2018
"Adjeley";"w";0;1;1;1;2013
"Adji";"w";0;1;1;1;2016
"Adjo";"w";0;2;2;1;2015
"Adjoa";"w";0;1;1;1;2015
"Adjorkor";"w";0;1;1;1;2010
"Adjovi";"w";0;1;1;1;2016
"Adlin";"w";0;1;1;1;2016
"Admin";"m";0;1;1;1;2011
"Admir";"m";0;1;1;1;2013
"Admir";"m";0;1;1;1;2018
"Adnaan";"m";0;1;1;1;2017
"Adnan";"m";1.5;2;4;1;2011
"Adnan";"m";1.5;2;1;1;2012
"Adnan";"m";1.5;2;4;1;2013
"Adnan";"m";1.5;2;2;1;2014
"Adnan";"m";1.5;2;1;1;2015
"Adnan";"m";1.5;2;2;1;2016
"Adnan";"m";1.5;2;2;1;2017
"Adnan";"m";1.5;2;3;1;2018
"Adnit";"m";0;1;1;1;2016
"Adnyan";"m";0;1;1;1;2014
"Ado";"m";0;1;1;1;2014
"Ado";"m";0;1;1;1;2016
"Adol'fovna";"w";0;2;2;1;2010
"Adolf";"m";0.5;1;2;1;2013
"Adolf";"m";0.5;1;1;1;2014
"Adolf";"m";0.5;1;1;1;2016
"Adom";"w";0;1;1;1;2016
"Adomas";"m";0;1;1;1;2013
"Adonai";"m";0;1;1;1;2012
"Adonai";"m";0;1;1;1;2018
"Adonay";"m";0.5;1;2;1;2010
"Adonay";"m";0.5;1;1;1;2014
"Adonay";"m";0.5;1;1;1;2017
"Adoni";"m";0;1;1;1;2012
"Adonis";"m";0;1;1;1;2014
"Adora";"w";0;1;1;1;2014
"Adora";"w";0;1;1;1;2016
"Adora";"w";0;1;1;1;2018
"Adreano";"m";0;1;1;1;2016
"Adrián";"m";0.75;1;2;1;2010
"Adrián";"m";0.75;1;1;1;2011
"Adrián";"m";0.75;1;1;1;2012
"Adrián";"m";0.75;1;1;1;2014
"Adrián";"m";0.75;1;2;1;2016
"Adrián";"m";0.75;1;1;1;2017
"Adrièn";"m";0;1;1;1;2012
"Adriaan";"m";0;1;1;1;2012
"Adrian";"m";8;24;27;1;2010
"Adrian";"m";8;24;19;1;2011
"Adrian";"m";8;24;37;1;2012
"Adrian";"m";8;24;33;1;2013
"Adrian";"m";8;24;24;1;2014
"Adrian";"m";8;24;16;1;2015
"Adrian";"m";8;24;26;1;2016
"Adrian";"m";8;24;17;1;2017
"Adrian";"m";8;24;22;1;2018
"Adrian-Ares";"m";0;1;1;1;2018
"Adrian-Elias";"m";0;1;1;1;2014
"Adrian-Luis";"m";0;1;1;1;2011
"Adriana";"w";2;5;6;1;2010
"Adriana";"w";2;5;4;1;2011
"Adriana";"w";2;5;7;1;2012
"Adriana";"w";2;5;5;1;2013
"Adriana";"w";2;5;5;1;2014
"Adriana";"w";2;5;4;1;2015
"Adriana";"w";2;5;5;1;2016
"Adriana";"w";2;5;7;1;2017
"Adriana";"w";2;5;8;1;2018
"Adriana-Sophie";"w";0;1;1;1;2010
"Adrianna";"w";0;1;1;1;2014
"Adriano";"m";2;5;3;1;2010
"Adriano";"m";2;5;2;1;2011
"Adriano";"m";2;5;6;1;2012
"Adriano";"m";2;5;5;1;2013
"Adriano";"m";2;5;5;1;2014
"Adriano";"m";2;5;5;1;2015
"Adriano";"m";2;5;1;1;2016
"Adriano";"m";2;5;4;1;2017
"Adriano";"m";2;5;6;1;2018
"Adrianovič";"m";0;1;1;1;2011
"Adriel";"m";0;1;1;1;2012
"Adriel";"m";0;1;1;1;2016
"Adriel-Raphael";"m";0;1;1;1;2016
"Adriella";"w";0;2;2;1;2018
"Adrien";"m";0;1;1;1;2013
"Adrien";"m";0;1;1;1;2014
"Adrien";"m";0;1;1;1;2016
"Adrienne";"w";0;1;1;1;2011
"Adrienne";"w";0;1;1;1;2017
"Adrienne";"w";0;1;1;1;2018
"Adrijan";"m";0;1;1;1;2010
"Adrijan";"m";0;1;1;1;2018
"Adrijana";"w";0;1;1;1;2013
"Adrik";"m";0;1;1;1;2011
"Adrik";"m";0;1;1;1;2016
"Adrina";"w";0;1;1;1;2010
"Adrina";"w";0;1;1;1;2011
"Adryan";"m";0;1;1;1;2017
"Adryna";"w";0;1;1;1;2012
"Adryna";"w";0;1;1;1;2016
"Aduiana";"w";0;1;1;1;2015
"Adulhakim";"m";0;1;1;1;2012
"Adunja";"w";0;1;1;1;2013
"Adurrahman";"m";0;1;1;1;2012
"Advaith";"m";0;1;1;1;2015
"Advije";"w";0;1;1;1;2010
"Adviye";"w";0;1;1;1;2013
"Adwin";"m";0;1;1;1;2016
"Adyan";"m";0;1;1;1;2016
"Adymovič";"m";0;1;1;1;2015
"Adymovna";"w";0;1;1;1;2013
"Aead";"m";0;1;1;1;2018
"Aelish";"w";0;1;1;1;2012
"Aemen";"m";0;1;1;1;2010
"Aemilius";"m";0;1;1;1;2013
"Aeneas";"m";1;2;1;1;2010
"Aeneas";"m";1;2;3;1;2014
"Aengus";"m";0;1;1;1;2010
"Aenna";"w";0;1;1;1;2010
"Aenna";"w";0;1;1;1;2015
"Aenne";"m";0;1;1;1;2015
"Aenne";"w";0;1;1;1;2014
"Aenni";"w";0.5;1.5;1;1;2012
"Aenni";"w";0.5;1.5;2;1;2016
"Aenon";"w";0;1;1;1;2016
"Aerin";"w";0;1;1;1;2011
"Aerin";"w";0;1;1;1;2015
"Aether";"w";0;1;1;1;2015
"Aeyen";"m";0;1;1;1;2018
"Afam";"m";0;1;1;1;2011
"Afan";"m";0;1;1;1;2015
"Afanwi";"m";0;1;1;1;2011
"Afanwi";"m";0;1;1;1;2012
"Afanyu";"m";0;1;1;1;2012
"Afeni";"w";0;1;1;1;2018
"Affi";"w";0;1;1;1;2010
"Affi";"w";0;1;1;1;2013
"Afghan";"m";0;1;1;1;2016
"Afia";"w";0;1;1;1;2012
"Afiana";"w";0;1;1;1;2013
"Afnan";"w";0;1;1;1;2018
"Afnane";"w";0;1;1;1;2012
"Afnen";"w";0;1;1;1;2015
"Afomia";"w";0;1;1;1;2011
"Afonso";"m";0;1;1;1;2016
"Afra";"w";0.25;1;1;1;2010
"Afra";"w";0.25;1;1;1;2011
"Afra";"w";0.25;1;1;1;2015
"Afra";"w";0.25;1;2;1;2016
"Afrakoma";"w";0;2;2;1;2010
"Afras";"m";0;1;1;1;2010
"Afrem";"m";0;1;1;1;2011
"Afriyie";"m";0;1;1;1;2016
"Afron";"m";0;1;1;1;2016
"Afron";"m";0;1;1;1;2017
"Afsana";"w";0;1;1;1;2010
"Afsana";"w";0;1;1;1;2013
"Afzaluddin";"m";0;1;1;1;2013
"Agâh";"m";0;1;1;1;2018
"Agîr";"m";0;1;1;1;2014
"Agamjot";"m";0;1;1;1;2011
"Agamjot";"m";0;1;1;1;2016
"Agamjot";"m";0;1;1;1;2018
"Agan";"m";0;1;1;1;2013
"Agan";"m";0;1;1;1;2014
"Aganmathi";"w";0;1;1;1;2017
"Agapi";"w";0;1;1;1;2010
"Agapi";"w";0;1;1;1;2011
"Agata";"w";0;1;1;1;2011
"Agata";"w";0;1;1;1;2013
"Agata";"w";0;1;1;1;2014
"Agata";"w";0;1;1;1;2015
"Agatha";"w";0;1;1;1;2010
"Agatha";"w";0;1;1;1;2014
"Agathe";"w";0.5;1;1;1;2010
"Agathe";"w";0.5;1;1;1;2012
"Agathe";"w";0.5;1;2;1;2013
"Agbonifo";"m";0;1;1;1;2011
"Agel";"w";0;1;1;1;2012
"Ageliki";"w";0;1;1;1;2011
"Agelos";"m";0;1;1;1;2012
"Agelos";"m";0;1;1;1;2013
"Ager";"m";0;1;1;1;2010
"Aggelos";"m";0;1;1;1;2010
"Aggelos";"m";0;1;1;1;2012
"Aggelos";"m";0;1;1;1;2014
"Aggrey";"m";0;1;1;1;2012
"Aghasii";"w";0;1;1;1;2013
"Agim";"m";0;1;1;1;2018
"Agit";"m";0;1;1;1;2010
"Agit";"m";0;1;1;1;2011
"Agit";"m";0;1;1;1;2013
"Agit";"m";0;1;1;1;2017
"Aglaia";"w";0;1;1;1;2013
"Aglaia";"w";0;1;1;1;2018
"Aglaja";"w";0;1;1;1;2014
"Agnès";"w";0;1;1;1;2014
"Agnes";"w";4.25;4;5;1;2010
"Agnes";"w";4.25;4;1;1;2011
"Agnes";"w";4.25;4;6;1;2012
"Agnes";"w";4.25;4;4;1;2013
"Agnes";"w";4.25;4;1;1;2014
"Agnes";"w";4.25;4;4;1;2015
"Agnes";"w";4.25;4;7;1;2016
"Agnes";"w";4.25;4;1;1;2018
"Agnese";"w";0;1;1;1;2013
"Agnetha";"w";0;1;1;1;2011
"Agnetha";"w";0;1;1;1;2015
"Agnieszka";"w";0;1;1;1;2015
"Agnieszka";"w";0;1;1;1;2016
"Agnieszka";"w";0;1;1;1;2018
"Agnis";"m";0;1;1;1;2010
"Agon";"m";0;1;1;1;2011
"Agona";"w";0;1;1;1;2015
"Agonis";"m";0;1;1;1;2010
"Agorou";"w";0;1;1;1;2015
"Agostino";"m";0;1;1;1;2010
"Agostino";"m";0;1;1;1;2016
"Agostino";"m";0;1;1;1;2018
"Agostino";"w";0;1;1;1;2015
"Agri";"m";0;1;1;1;2014
"Agrippina";"w";1.75;1.5;1;1;2010
"Agrippina";"w";1.75;1.5;1;1;2011
"Agrippina";"w";1.75;1.5;2;1;2013
"Agrippina";"w";1.75;1.5;3;1;2015
"Agrippina";"w";1.75;1.5;4;1;2016
"Agrippina";"w";1.75;1.5;1;1;2017
"Agron";"m";0.5;1;1;1;2011
"Agron";"m";0.5;1;2;1;2015
"Agron";"m";0.5;1;1;1;2018
"Agui";"m";0;1;1;1;2013
"Agui";"w";0;1;1;1;2010
"Agustin";"m";0;1;1;1;2010
"Agustin";"m";0;1;1;1;2013
"Agyeiwah";"w";0;1;1;1;2016
"Ahad";"m";0;1;1;1;2014
"Ahad";"m";0;1;1;1;2016
"Ahamd";"m";0;1;1;1;2016
"Ahamed";"m";0;1;1;1;2013
"Aharon";"m";0;1;1;1;2015
"Aharone";"m";0;1;1;1;2012
"Ahava";"w";0;1;1;1;2011
"Ahlam";"w";0;1;1;1;2014
"Ahlem";"w";0;1;1;1;2014
"Ahmad";"m";3;4;3;1;2010
"Ahmad";"m";3;4;6;1;2011
"Ahmad";"m";3;4;5;1;2012
"Ahmad";"m";3;4;2;1;2013
"Ahmad";"m";3;4;1;1;2014
"Ahmad";"m";3;4;4;1;2015
"Ahmad";"m";3;4;4;1;2016
"Ahmad";"m";3;4;1;1;2017
"Ahmad";"m";3;4;7;1;2018
"Ahmed";"m";4;9;14;1;2010
"Ahmed";"m";4;9;4;1;2011
"Ahmed";"m";4;9;8;1;2012
"Ahmed";"m";4;9;11;1;2013
"Ahmed";"m";4;9;9;1;2014
"Ahmed";"m";4;9;10;1;2015
"Ahmed";"m";4;9;9;1;2016
"Ahmed";"m";4;9;6;1;2017
"Ahmed";"m";4;9;5;1;2018
"Ahmed";"w";0.5;2;2;1;2010
"Ahmed";"w";0.5;2;1;1;2013
"Ahmed";"w";0.5;2;2;1;2016
"Ahmed-Omar";"m";0;1;1;1;2014
"Ahmedov";"m";0;1;1;1;2016
"Ahmedova";"w";0;1;1;1;2013
"Ahmedsaid";"m";0;1;1;1;2016
"Ahmet";"m";4;12;21;1;2010
"Ahmet";"m";4;12;12;1;2011
"Ahmet";"m";4;12;12;1;2012
"Ahmet";"m";4;12;9;1;2013
"Ahmet";"m";4;12;13;1;2014
"Ahmet";"m";4;12;13;1;2015
"Ahmet";"m";4;12;11;1;2016
"Ahmet";"m";4;12;8;1;2017
"Ahmet";"m";4;12;8;1;2018
"Ahmet";"w";0;1;1;1;2017
"Ahmet-Kerim";"m";0;1;1;1;2010
"Ahrar";"m";0;1;1;1;2016
"Ahsen";"w";3;2;1;1;2010
"Ahsen";"w";3;2;2;1;2012
"Ahsen";"w";3;2;4;1;2015
"Ahsen";"w";3;2;1;1;2016
"Ahsen";"w";3;2;5;1;2018
"Ahsen-Meryem";"w";0;1;1;1;2017
"Ahu";"w";0.5;1.5;1;1;2010
"Ahu";"w";0.5;1.5;2;1;2012
"Ahunisa";"w";0;1;1;1;2013
"Ahyan";"m";0;1;1;1;2013
"Ahyrin";"w";0;1;1;1;2014
"Ai";"m";0;1;1;1;2011
"Ai";"w";0;1;1;1;2011
"Aişa";"w";0;1;1;1;2011
"Aişe";"w";1.5;1;1;1;2010
"Aişe";"w";1.5;1;1;1;2014
"Aişe";"w";1.5;1;4;1;2017
"Aibekovna";"w";0;1;1;1;2014
"Aicha";"w";1;3;3;1;2011
"Aicha";"w";1;3;2;1;2012
"Aicha";"w";1;3;1;1;2013
"Aicha";"w";1;3;3;1;2015
"Aicha";"w";1;3;4;1;2016
"Aid";"w";0;1;1;1;2015
"Aida";"w";1.75;1.5;3;1;2012
"Aida";"w";1.75;1.5;1;1;2013
"Aida";"w";1.75;1.5;1;1;2014
"Aida";"w";1.75;1.5;1;1;2015
"Aida";"w";1.75;1.5;3;1;2017
"Aida";"w";1.75;1.5;2;1;2018
"Aidan";"m";0.75;2;1;1;2012
"Aidan";"m";0.75;2;2;1;2013
"Aidan";"m";0.75;2;2;1;2014
"Aidan";"m";0.75;2;1;1;2015
"Aidan";"m";0.75;2;3;1;2016
"Aidan";"m";0.75;2;2;1;2017
"Aidana";"w";0;1;1;1;2017
"Aidel";"m";0;1;1;1;2015
"Aidel";"m";0;1;1;1;2018
"Aiden";"m";1.5;2.5;1;1;2011
"Aiden";"m";1.5;2.5;5;1;2012
"Aiden";"m";1.5;2.5;4;1;2013
"Aiden";"m";1.5;2.5;2;1;2014
"Aiden";"m";1.5;2.5;3;1;2015
"Aiden";"m";1.5;2.5;1;1;2016
"Aiden";"m";1.5;2.5;2;1;2017
"Aiden";"m";1.5;2.5;3;1;2018
"Aifeng";"w";0;1;1;1;2016
"Aiham";"m";0;1;1;1;2010
"Aika";"w";0;1;1;1;2018
"Aikaterini";"w";0;1;1;1;2012
"Aikaterini";"w";0;1;1;1;2017
"Aila";"w";0;1;1;1;2016
"Aila";"w";0;1;1;1;2018
"Aileen";"w";2;2;3;1;2010
"Aileen";"w";2;2;3;1;2012
"Aileen";"w";2;2;2;1;2013
"Aileen";"w";2;2;1;1;2014
"Aileen";"w";2;2;1;1;2016
"Aileen-Sophie";"w";0;1;1;1;2011
"Ailiin";"w";0;1;1;1;2013
"Ailin";"w";0;1;1;1;2013
"Ailina";"w";0;1;1;1;2013
"Aimé";"m";0;1;1;1;2016
"Aimée";"w";2.5;3.5;4;1;2010
"Aimée";"w";2.5;3.5;3;1;2012
"Aimée";"w";2.5;3.5;1;1;2013
"Aimée";"w";2.5;3.5;5;1;2014
"Aimée";"w";2.5;3.5;5;1;2015
"Aimée";"w";2.5;3.5;2;1;2017
"Aiman";"m";0;1;1;1;2011
"Aiman";"m";0;1;1;1;2012
"Aimee";"w";0.75;1;2;1;2010
"Aimee";"w";0.75;1;1;1;2011
"Aimee";"w";0.75;1;2;1;2013
"Aimee";"w";0.75;1;1;1;2014
"Aimee";"w";0.75;1;1;1;2016
"Aimee";"w";0.75;1;1;1;2018
"Aimelis";"w";0;1;1;1;2017
"Aimi";"w";0;1;1;1;2015
"Aimiliana";"w";0;1;1;1;2017
"Aimin";"w";0;1;1;1;2014
"Aimliss";"w";0;1;1;1;2015
"Aimo";"m";0;1;1;1;2012
"Aina";"w";0;1;1;1;2010
"Aina";"w";0;1;1;1;2011
"Aina";"w";0;1;1;1;2015
"Aina";"w";0;1;1;1;2016
"Ainara";"w";0;1;1;1;2010
"Ainara";"w";0;1;1;1;2017
"Aine";"w";0;1;1;1;2013
"Aineas";"m";0;1;1;1;2014
"Aineas";"m";0;1;1;1;2018
"Aineias";"m";0;1;1;1;2013
"Ainhoa";"w";0;1;1;1;2011
"Ainhoa";"w";0;1;1;1;2015
"Ainhoa-Rose";"w";0;1;1;1;2013
"Aino";"w";0;1;1;1;2010
"Aino";"w";0;1;1;1;2012
"Aino";"w";0;1;1;1;2013
"Ainoa";"w";0;1;1;1;2011
"Ainoah";"w";0;1;1;1;2011
"Ainoha";"w";0;1;1;1;2015
"Ainur";"w";0;1;1;1;2012
"Airen";"m";0;1;1;1;2016
"Aisa";"w";0;1;1;1;2015
"Aischa";"w";0.25;2;2;1;2013
"Aischa";"w";0.25;2;2;1;2014
"Aischa";"w";0.25;2;1;1;2015
"Aischa";"w";0.25;2;2;1;2017
"Aischat";"w";0;1;1;1;2014
"Aischat";"w";0;1;1;1;2015
"Aise";"w";0;1;1;1;2017
"Aisen";"m";0;1;1;1;2016
"Aisha";"w";2.25;2;1;1;2010
"Aisha";"w";2.25;2;4;1;2011
"Aisha";"w";2.25;2;4;1;2012
"Aisha";"w";2.25;2;1;1;2013
"Aisha";"w";2.25;2;2;1;2015
"Aisha";"w";2.25;2;4;1;2016
"Aisha";"w";2.25;2;2;1;2017
"Aisha";"w";2.25;2;2;1;2018
"Aishan";"w";0;1;1;1;2014
"Aishe";"w";0;1;1;1;2016
"Aisosa";"m";0;1;1;1;2013
"Aisosa";"m";0;1;1;1;2015
"Aisosa";"w";0;1;1;1;2014
"Aisosa";"w";0;1;1;1;2016
"Aissa";"w";0;1;1;1;2011
"Aissata";"w";0;1;1;1;2013
"Aisulu";"w";0;1;1;1;2014
"Aitan";"m";0;1;1;1;2017
"Aiven";"m";0;1;1;1;2012
"Aiven";"m";0;1;1;1;2014
"Aivi";"w";0;1;1;1;2014
"Aivi";"w";0;1;1;1;2017
"Aiza";"m";0;1;1;1;2012
"Aiza";"w";0;1;1;1;2012
"Aiza";"w";0;1;1;1;2013
"Ajan";"m";1;2;1;1;2011
"Ajan";"m";1;2;2;1;2013
"Ajan";"m";1;2;4;1;2014
"Ajan";"m";1;2;1;1;2015
"Ajan";"m";1;2;2;1;2017
"Ajana";"w";0;1;1;1;2015
"Ajani";"m";0;1;1;1;2011
"Ajani";"m";0;1;1;1;2014
"Ajas";"m";0;1;1;1;2016
"Ajawou";"m";0;1;1;1;2016
"Ajayi";"w";0;1;1;1;2013
"Ajda";"w";0.5;1.5;2;1;2010
"Ajda";"w";0.5;1.5;1;1;2018
"Ajdin";"m";0;1;1;1;2013
"Ajdin";"m";0;1;1;1;2014
"Ajdin";"m";0;1;1;1;2015
"Ajibade";"m";0;1;1;1;2011
"Ajibola";"m";0;1;1;1;2015
"Ajla";"w";1;1;1;1;2010
"Ajla";"w";1;1;1;1;2011
"Ajla";"w";1;1;2;1;2012
"Ajla";"w";1;1;1;1;2016
"Ajla";"w";1;1;3;1;2017
"Ajlan";"m";0;1;1;1;2015
"Ajlan";"m";0;1;1;1;2017
"Ajlin";"w";1;1;1;1;2016
"Ajlin";"w";1;1;1;1;2017
