"firstname";"sex";"spread";"med";"count";"position";"year"
"Veritas";"w";0;1;1;1;2012
"Vernanda";"w";0;1;1;1;2010
"Vernice";"w";0;1;1;1;2014
"Vero";"m";0;1;1;1;2015
"Verona";"w";0;1;1;1;2012
"Verona";"w";0;1;1;1;2013
"Verona";"w";0;1;1;1;2014
"Verona";"w";0;1;1;1;2017
"Veronica";"w";1.5;2;3;1;2010
"Veronica";"w";1.5;2;2;1;2011
"Veronica";"w";1.5;2;1;1;2012
"Veronica";"w";1.5;2;3;1;2013
"Veronica";"w";1.5;2;5;1;2014
"Veronica";"w";1.5;2;2;1;2016
"Veronica";"w";1.5;2;1;1;2018
"Veronika";"w";3;3;5;1;2010
"Veronika";"w";3;3;2;1;2011
"Veronika";"w";3;3;3;1;2012
"Veronika";"w";3;3;8;1;2013
"Veronika";"w";3;3;6;1;2014
"Veronika";"w";3;3;4;1;2015
"Veronika";"w";3;3;2;1;2016
"Veronika";"w";3;3;2;1;2017
"Veronika";"w";3;3;1;1;2018
"Veroniqa";"w";0;1;1;1;2016
"Veronique";"w";0;1;1;1;2010
"Verrell";"m";0;1;1;1;2010
"Versace";"m";0;1;1;1;2013
"Verusha";"w";0;1;1;1;2015
"Vesa";"w";0;1;1;1;2015
"Veselina";"w";0;1;1;1;2017
"Veselinka";"w";0;1;1;1;2014
"Veselinka";"w";0;1;1;1;2015
"Veselinov";"m";0;1;1;1;2010
"Veselinova";"w";0;1;1;1;2010
"Vesile";"w";0;1;1;1;2010
"Vesile";"w";0;1;1;1;2014
"Vesilije";"m";0;1;1;1;2017
"Vesilov";"m";0;1;1;1;2015
"Vesko";"m";0;1;1;1;2010
"Vesko";"m";0;1;1;1;2011
"Vesko";"m";0;1;1;1;2018
"Vesna";"w";0.25;1;1;1;2010
"Vesna";"w";0.25;1;1;1;2011
"Vesna";"w";0.25;1;1;1;2016
"Vesna";"w";0.25;1;2;1;2017
"Vesta";"w";0;1;1;1;2018
"Veta";"w";0;1;1;1;2016
"Veyis";"m";0;1;1;1;2010
"Veyron";"m";0;1;1;1;2017
"Veysel";"m";0;2;2;1;2011
"Vezhdieva";"w";0;1;1;1;2014
"Vezhdieva";"w";0;1;1;1;2016
"Việt";"m";0;1;1;1;2016
"Viaan";"m";0;1;1;1;2016
"Vian";"w";0;1;1;1;2012
"Vian";"w";0;1;1;1;2016
"Vian";"w";0;1;1;1;2018
"Viana";"w";0.5;1;1;1;2013
"Viana";"w";0.5;1;1;1;2014
"Viana";"w";0.5;1;2;1;2017
"Vianne";"w";0;1;1;1;2011
"Vianne";"w";0;1;1;1;2016
"Vibha";"w";0;1;1;1;2011
"Vicco";"m";0;1;1;1;2013
"Vicco";"m";0;1;1;1;2015
"Vicente";"m";0;1;1;1;2013
"Vicente";"m";0;1;1;1;2015
"Vicky";"w";0.5;2;2;1;2011
"Vicky";"w";0.5;2;1;1;2014
"Vicky";"w";0.5;2;2;1;2015
"Vico";"m";0;1;1;1;2014
"Vico";"m";0;1;1;1;2015
"Vico";"m";0;1;1;1;2016
"Vico";"m";0;1;1;1;2017
"Victoire";"w";0;1;1;1;2011
"Victoire";"w";0;1;1;1;2016
"Victor";"m";1;4;4;1;2010
"Victor";"m";1;4;4;1;2011
"Victor";"m";1;4;3;1;2012
"Victor";"m";1;4;3;1;2013
"Victor";"m";1;4;9;1;2014
"Victor";"m";1;4;9;1;2015
"Victor";"m";1;4;4;1;2016
"Victor";"m";1;4;4;1;2017
"Victor";"m";1;4;5;1;2018
"Victor-Damian";"m";0;1;1;1;2013
"Victoria";"w";2;35;34;1;2010
"Victoria";"w";2;35;35;1;2011
"Victoria";"w";2;35;38;1;2012
"Victoria";"w";2;35;35;1;2013
"Victoria";"w";2;35;36;1;2014
"Victoria";"w";2;35;38;1;2015
"Victoria";"w";2;35;36;1;2016
"Victoria";"w";2;35;12;1;2017
"Victoria";"w";2;35;22;1;2018
"Victoria-Montaine";"w";0;1;1;1;2010
"Victorine";"w";0;1;1;1;2013
"Victorio";"m";0;1;1;1;2013
"Victory";"w";0;1;1;1;2010
"Victory";"w";0;1;1;1;2014
"Victory";"w";0;1;1;1;2017
"Vid";"m";0;1;1;1;2014
"Vida";"w";0;1;1;1;2011
"Vida";"w";0;1;1;1;2013
"Vida";"w";0;1;3;1;2014
"Vida";"w";0;1;1;1;2016
"Vida";"w";0;1;1;1;2017
"Vida";"w";0;1;1;1;2018
"Vidadi";"m";0;1;1;1;2011
"Vidal";"m";0;1;1;1;2010
"Vidal";"m";0;1;1;1;2011
"Vidar";"m";0;1;1;1;2013
"Videl";"m";0;1;1;1;2013
"Videl";"w";0;1;1;1;2017
"Vidina";"w";0;1;1;1;2011
"Vidor";"m";0;1;1;1;2015
"Vieda";"w";0;1;1;1;2011
"Vieira";"m";0;1;1;1;2016
"Vienna";"w";0;1;1;1;2016
"Viet";"m";0;1;1;1;2011
"Viet";"m";0;1;1;1;2012
"Vigan";"m";0;1;1;1;2010
"Viggo";"m";1;1;3;1;2010
"Viggo";"m";1;1;1;1;2013
"Viggo";"m";1;1;2;1;2015
"Viggo";"m";1;1;1;1;2016
"Viggo";"m";1;1;1;1;2017
"Vigo";"m";0.5;2;1;1;2014
"Vigo";"m";0.5;2;2;1;2016
"Vigo";"m";0.5;2;2;1;2018
"Vihaan";"m";0.5;1.5;1;1;2014
"Vihaan";"m";0.5;1.5;2;1;2018
"Vihaasha";"w";0;1;1;1;2015
"Vihren";"m";0;1;1;1;2016
"Vijesh";"m";0;1;1;1;2017
"Vika";"w";0;1;1;1;2014
"Viktor";"m";5;5;5;1;2010
"Viktor";"m";5;5;8;1;2011
"Viktor";"m";5;5;3;1;2012
"Viktor";"m";5;5;11;1;2013
"Viktor";"m";5;5;7;1;2014
"Viktor";"m";5;5;5;1;2015
"Viktor";"m";5;5;11;1;2016
"Viktor";"m";5;5;2;1;2017
"Viktor";"m";5;5;3;1;2018
"Viktoria";"w";8;18;17;1;2010
"Viktoria";"w";8;18;14;1;2011
"Viktoria";"w";8;18;20;1;2012
"Viktoria";"w";8;18;25;1;2013
"Viktoria";"w";8;18;18;1;2014
"Viktoria";"w";8;18;22;1;2015
"Viktoria";"w";8;18;24;1;2016
"Viktoria";"w";8;18;7;1;2017
"Viktoria";"w";8;18;10;1;2018
"Viktorija";"w";0.25;1;2;1;2011
"Viktorija";"w";0.25;1;1;1;2012
"Viktorija";"w";0.25;1;1;1;2013
"Viktorija";"w";0.25;1;1;1;2015
"Viktoriya";"w";0;1;1;1;2014
"Viktoriya";"w";0;1;1;1;2016
"Viktorovič";"m";0;1;1;1;2013
"Viktorovna";"w";0;1;1;1;2011
"Viktualia";"w";0;1;1;1;2016
"Vilém";"m";0;1;1;1;2011
"Vilada";"w";0;1;1;1;2010
"Vildan";"w";0;1;1;1;2014
"Vildan";"w";0;1;1;1;2017
"Vili";"m";0;1;1;1;2013
"Viliam";"m";0;1;1;1;2015
"Ville";"m";0;2;2;1;2016
"Villimey";"w";0;1;1;1;2015
"Villimey";"w";0;1;1;1;2016
"Vilma";"w";0;1;1;1;2016
"Vilma";"w";0;1;1;1;2017
"Vilmos";"m";0;1;1;1;2016
"Vilola";"w";0;1;1;1;2012
"Vin";"m";0;1;1;1;2014
"Vin";"m";0;1;1;1;2016
"Vina";"w";0;1;1;1;2012
"Vina";"w";0;1;1;1;2013
"Vinícius";"m";0;1;1;1;2013
"Vinícius";"m";0;1;1;1;2016
"Vinícius";"m";0;1;1;1;2017
"Vinan";"m";0;1;1;1;2018
"Vinathi";"w";0;1;1;1;2011
"Vinay";"m";0;1;1;1;2012
"Vince";"m";0.5;2;1;1;2010
"Vince";"m";0.5;2;2;1;2011
"Vince";"m";0.5;2;1;1;2012
"Vince";"m";0.5;2;2;1;2013
"Vince";"m";0.5;2;2;1;2015
"Vince";"m";0.5;2;2;1;2016
"Vince";"m";0.5;2;2;1;2018
"Vincent";"m";5;44;53;1;2010
"Vincent";"m";5;44;38;1;2011
"Vincent";"m";5;44;43;1;2012
"Vincent";"m";5;44;44;1;2013
"Vincent";"m";5;44;47;1;2014
"Vincent";"m";5;44;45;1;2015
"Vincent";"m";5;44;52;1;2016
"Vincent";"m";5;44;32;1;2017
"Vincent";"m";5;44;42;1;2018
"Vincent-Aurin";"m";0;1;1;1;2013
"Vincent-Samuel";"m";0;1;1;1;2017
"Vincenz";"m";0.5;1;1;1;2011
"Vincenz";"m";0.5;1;2;1;2014
"Vincenz";"m";0.5;1;1;1;2016
"Vincenza";"w";0;1;1;1;2010
"Vincenza";"w";0;1;4;1;2011
"Vincenza";"w";0;1;1;1;2012
"Vincenza";"w";0;1;1;1;2013
"Vincenza";"w";0;1;1;1;2014
"Vincenza";"w";0;1;1;1;2015
"Vincenza";"w";0;1;1;1;2016
"Vincenzo";"m";2;4;7;1;2010
"Vincenzo";"m";2;4;4;1;2011
"Vincenzo";"m";2;4;4;1;2012
"Vincenzo";"m";2;4;6;1;2013
"Vincenzo";"m";2;4;6;1;2014
"Vincenzo";"m";2;4;4;1;2015
"Vincenzo";"m";2;4;5;1;2016
"Vincenzo";"m";2;4;4;1;2017
"Vincenzo";"m";2;4;4;1;2018
"Vincenzo-Mikail";"m";0;1;1;1;2015
"Vinda";"w";0;1;1;1;2012
"Vindar";"m";0;1;1;1;2013
"Vinetu";"m";0;1;1;1;2014
"Vinh";"m";1.25;1.5;2;1;2011
"Vinh";"m";1.25;1.5;1;1;2013
"Vinh";"m";1.25;1.5;3;1;2015
"Vinh";"m";1.25;1.5;1;1;2016
"Vinicius";"m";0;1;1;1;2017
"Viniith";"m";0;1;1;1;2018
"Vinja";"w";0;1;1;1;2015
"Vinko";"m";0;1;1;1;2014
"Vinnoth";"m";0;1;1;1;2015
"Vinodhara";"m";0;1;1;1;2011
"Vinvent";"m";0;1;1;1;2016
"Vinz";"m";0;1;1;1;2013
"Vinzent";"m";2;2;3;1;2011
"Vinzent";"m";2;2;3;1;2013
"Vinzent";"m";2;2;1;1;2014
"Vinzent";"m";2;2;2;1;2016
"Vinzent";"m";2;2;1;1;2017
"Vinzenz";"m";0.5;2;1;1;2011
"Vinzenz";"m";0.5;2;2;1;2012
"Vinzenz";"m";0.5;2;2;1;2014
"Viola";"w";4;4;4;1;2010
"Viola";"w";4;4;4;1;2011
"Viola";"w";4;4;3;1;2012
"Viola";"w";4;4;10;1;2013
"Viola";"w";4;4;2;1;2014
"Viola";"w";4;4;7;1;2015
"Viola";"w";4;4;4;1;2016
"Viola";"w";4;4;3;1;2017
"Viola";"w";4;4;13;1;2018
"Viola-Josephin";"w";0;1;1;1;2016
"Viola-Marie";"w";0;1;1;1;2014
"Violeta";"w";1;1.5;2;1;2010
"Violeta";"w";1;1.5;2;1;2012
"Violeta";"w";1;1.5;1;1;2016
"Violeta";"w";1;1.5;1;1;2017
"Violetov";"m";0;1;1;1;2015
"Violetta";"w";1.5;2;2;1;2010
"Violetta";"w";1.5;2;1;1;2011
"Violetta";"w";1.5;2;2;1;2012
"Violetta";"w";1.5;2;1;1;2013
"Violetta";"w";1.5;2;4;1;2014
"Violetta";"w";1.5;2;5;1;2015
"Violetta";"w";1.5;2;2;1;2016
"Violetta";"w";1.5;2;1;1;2018
"Violette";"w";0;1;1;1;2016
"Viona";"w";0;1;1;1;2013
"Viona";"w";0;1;1;1;2014
"Viona";"w";0;1;1;1;2018
"Vionela";"w";0;1;1;1;2015
"Vira";"w";0;1;1;1;2014
"Virat";"m";0;1;1;1;2016
"Virginia";"w";1;1;1;1;2010
"Virginia";"w";1;1;3;1;2011
"Virginia";"w";1;1;1;1;2013
"Virginia";"w";1;1;1;1;2014
"Virginia";"w";1;1;2;1;2015
"Visar";"m";0;1;1;1;2014
"Vishal";"m";0;1;1;1;2012
"Visnja";"w";0;1;1;1;2015
"Vita";"w";0;1;1;1;2010
"Vita";"w";0;1;1;1;2011
"Vita";"w";0;1;1;1;2017
"Vitória";"w";0;1;1;1;2011
"Vitóriano";"m";0;1;1;1;2016
"Vital'evič";"m";0;1;1;1;2013
"Vitalìïvna";"w";0;1;1;1;2012
"Vitali";"m";0;1;1;1;2010
"Vitali";"m";0;1;1;1;2012
"Vitali";"m";0;1;1;1;2013
"Vitali";"m";0;1;1;1;2016
"Vitalia";"w";0.5;1.5;1;1;2011
"Vitalia";"w";0.5;1.5;2;1;2013
"Vitalievna";"w";0;1;1;1;2014
"Vitaliy";"m";0;1;1;1;2011
"Vitaljevna";"w";0;1;1;1;2014
"Vitaljewitsch";"m";0;2;2;1;2010
"Vitelia";"w";0;1;1;1;2016
"Vithees";"m";0;1;1;1;2013
"Vito";"m";4;2;5;1;2010
"Vito";"m";4;2;6;1;2011
"Vito";"m";4;2;2;1;2012
"Vito";"m";4;2;2;1;2013
"Vito";"m";4;2;1;1;2014
"Vito";"m";4;2;1;1;2015
"Vito";"m";4;2;9;1;2016
"Vito";"m";4;2;6;1;2017
"Vito";"m";4;2;2;1;2018
"Vito-León";"m";0;1;1;1;2012
"Viton";"m";0;1;1;1;2018
"Vitor";"m";0;1;1;1;2012
"Vitoria";"w";0;1;1;1;2010
"Vitoria";"w";0;1;1;1;2013
"Vittoria";"w";1;1.5;1;1;2010
"Vittoria";"w";1;1.5;1;1;2011
"Vittoria";"w";1;1.5;1;1;2012
"Vittoria";"w";1;1.5;2;1;2013
"Vittoria";"w";1;1.5;2;1;2015
"Vittoria";"w";1;1.5;4;1;2016
"Vittoria";"w";1;1.5;2;1;2017
"Vittoria";"w";1;1.5;1;1;2018
"Vitus";"m";1;1;2;1;2010
"Vitus";"m";1;1;2;1;2011
"Vitus";"m";1;1;1;1;2012
"Vitus";"m";1;1;1;1;2013
"Vitus";"m";1;1;1;1;2014
"Vitus";"m";1;1;3;1;2015
"Vitus";"m";1;1;1;1;2016
"Vitus";"m";1;1;2;1;2017
"Vitus";"m";1;1;1;1;2018
"Viva";"w";0;1;1;1;2015
"Vivecca";"w";0;1;1;1;2012
"Vivek";"w";0;1;1;1;2012
"Vivi";"w";0;1;1;1;2017
"Vivia";"w";0;1;1;1;2016
"Vivian";"w";2.25;2;2;1;2010
"Vivian";"w";2.25;2;4;1;2011
"Vivian";"w";2.25;2;4;1;2012
"Vivian";"w";2.25;2;1;1;2015
"Vivian";"w";2.25;2;2;1;2016
"Vivian";"w";2.25;2;1;1;2018
"Vivian-Laureen";"w";0;1;1;1;2012
"Viviana";"w";0.5;2;2;1;2010
"Viviana";"w";0.5;2;1;1;2011
"Viviana";"w";0.5;2;2;1;2012
"Viviana";"w";0.5;2;2;1;2014
"Viviana";"w";0.5;2;4;1;2015
"Viviana";"w";0.5;2;2;1;2016
"Viviana";"w";0.5;2;1;1;2017
"Viviane";"w";1;1;1;1;2011
"Viviane";"w";1;1;2;1;2012
"Viviane";"w";1;1;2;1;2013
"Viviane";"w";1;1;1;1;2014
"Viviane";"w";1;1;1;1;2016
"Vivica";"w";0;1;1;1;2012
"Vivien";"w";1;5;10;1;2010
"Vivien";"w";1;5;4;1;2011
"Vivien";"w";1;5;7;1;2012
"Vivien";"w";1;5;5;1;2013
"Vivien";"w";1;5;4;1;2014
"Vivien";"w";1;5;3;1;2015
"Vivien";"w";1;5;5;1;2016
"Vivien";"w";1;5;1;1;2017
"Vivien";"w";1;5;5;1;2018
"Vivienne";"w";1;1;1;1;2011
"Vivienne";"w";1;1;3;1;2012
"Vivienne";"w";1;1;1;1;2014
"Vivienne";"w";1;1;2;1;2015
"Vivienne";"w";1;1;1;1;2018
"Vivo";"m";0;1;1;1;2015
"Viyale";"w";0;1;1;1;2010
"Viyan";"m";0;1;1;1;2016
"Viyan";"w";0.25;1;1;1;2011
"Viyan";"w";0.25;1;1;1;2015
"Viyan";"w";0.25;1;1;1;2016
"Viyan";"w";0.25;1;2;1;2017
"Viyana";"w";0;1;1;1;2010
"Viyen";"w";0;1;1;1;2011
"Vjačeslavovna";"w";0;3;3;1;2010
"Vjera";"w";0;1;1;1;2016
"Vjoleta";"w";0;1;1;1;2015
"Vlad";"m";0;1;1;1;2011
"Vlad";"m";0;1;1;1;2012
"Vlad";"m";0;1;1;1;2014
"Vlad";"m";0;1;1;1;2015
"Vlad";"m";0;1;1;1;2016
"Vlada";"w";0;1;1;1;2011
"Vladimir";"m";1;2;1;1;2011
"Vladimir";"m";1;2;3;1;2013
"Vladimir";"m";1;2;2;1;2015
"Vladimir";"m";1;2;1;1;2016
"Vladimir";"m";1;2;2;1;2018
"Vladimirova";"w";0;1;1;1;2016
"Vladimirovič";"m";0;1;1;1;2013
"Vladimirovič";"m";0;1;1;1;2014
"Vladimirovna";"w";0.5;1;2;1;2012
"Vladimirovna";"w";0.5;1;1;1;2014
"Vladimirovna";"w";0.5;1;1;1;2015
"Vladislav";"m";0;1;1;1;2011
"Vladislav";"m";0;1;1;1;2013
"Vladislav";"m";0;1;1;1;2014
"Vladislavovič";"m";0;1;1;1;2015
"Vladislavovic";"m";0;1;1;1;2011
"Vladislavovich";"m";0;1;1;1;2016
"Vladislaw";"m";0;1;1;1;2013
"Vleron";"m";0;1;1;1;2012
"Vlerona";"w";0;1;1;1;2014
"Vlerson";"m";0;1;1;1;2014
"Vlora";"w";0;1;1;1;2012
"Voislav";"m";0;1;1;1;2016
"Voja";"m";0;1;1;1;2010
"Vojana";"w";0;1;1;1;2018
"Vojtech";"m";0;1;1;1;2011
"Voka";"w";0;1;1;1;2013
"Volkan";"m";0;1;1;1;2013
"Volkan";"m";0;1;1;1;2015
"Volkan";"m";0;1;1;1;2016
"Volker";"m";1;2.5;2;1;2010
"Volker";"m";1;2.5;3;1;2011
"Volker";"m";1;2.5;2;1;2013
"Volker";"m";1;2.5;3;1;2014
"Volker";"m";1;2.5;1;1;2015
"Volker";"m";1;2.5;4;1;2016
"Volpert";"m";0;1;1;1;2014
"Vornamen";"w";0;1;1;1;2013
"Vornamen";"w";0;1;1;1;2015
"Vornamen";"w";0;1;1;1;2016
"Vrinda";"w";0;1;1;1;2014
"Vu";"m";0;1;1;1;2016
"Vu";"m";0;1;1;1;2018
"Vugar";"w";0;1;1;1;2012
"Vuk";"m";0;1;1;1;2011
"Vuk";"m";0;1;1;1;2012
"Vukan";"m";0;1;1;1;2017
"Vuong";"m";0;1;1;1;2011
"Vuong";"m";0;1;1;1;2013
"Vuong";"m";0;1;1;1;2016
"Vuska";"m";0;1;1;1;2010
"Vy";"w";0;1;1;1;2010
"Vy";"w";0;1;1;1;2015
"Vy";"w";0;1;1;1;2016
"Vy-Lan";"w";0;1;1;1;2015
"Wa";"m";0;1;1;1;2013
"Wadim";"m";0;1;1;1;2011
"Wadimovna";"w";0;1;1;1;2013
"Wadud";"m";0;1;1;1;2013
"Waed";"w";0;1;1;1;2011
"Wael";"m";0;1;1;1;2010
"Wael";"m";0;1;1;1;2012
"Wael";"m";0;1;1;1;2014
"Wafa";"w";0;1;1;1;2017
"Wafaa";"w";0.5;1.5;2;1;2015
"Wafaa";"w";0.5;1.5;1;1;2017
"Wafari";"w";0;1;1;1;2010
"Wagih";"m";0;1;1;1;2013
"Wahab";"m";0;1;1;1;2015
"Wahab";"m";0;1;1;1;2016
"Waheed";"m";0;1;1;1;2010
"Wahid";"m";0;1;1;1;2016
"Wahlo";"m";0;1;1;1;2015
"Wairimu";"w";0;1;1;1;2015
"Wais";"m";0;1;1;1;2016
"Waiz";"m";0;1;1;1;2016
"Wajahat";"m";0;1;1;1;2010
"Wajdi";"m";0;1;1;1;2013
"Wajien";"w";0;1;1;1;2011
"Wakfi";"m";0;1;1;1;2015
"Waldemar";"m";0.25;2;2;1;2010
"Waldemar";"m";0.25;2;2;1;2011
"Waldemar";"m";0.25;2;2;1;2012
"Waldemar";"m";0.25;2;1;1;2013
"Waleed";"m";0;1;1;1;2012
"Walentinowitsch";"m";0;1;1;1;2011
"Walerija";"w";0;1;1;1;2016
"Walgerdur";"w";0;1;1;1;2015
"Wali";"m";0;1;1;1;2010
"Wali";"m";0;1;1;1;2018
"Walid";"m";1;1.5;2;1;2012
"Walid";"m";1;1.5;1;1;2013
"Walid";"m";1;1.5;1;1;2014
"Walid";"m";1;1.5;2;1;2016
"Walid";"m";1;1.5;2;1;2017
"Walid";"m";1;1.5;1;1;2018
"Walina";"w";0;1;1;1;2018
"Walker";"m";0;1;1;1;2012
"Wallace";"m";0;1;1;1;2011
"Walter";"m";1.5;6;8;1;2010
"Walter";"m";1.5;6;7;1;2011
"Walter";"m";1.5;6;2;1;2012
"Walter";"m";1.5;6;6;1;2013
"Walter";"m";1.5;6;5;1;2014
"Walter";"m";1.5;6;6;1;2015
"Walter";"m";1.5;6;5;1;2016
"Walther";"m";0;2;2;1;2013
"Waltraud";"w";0.5;1;1;1;2011
"Waltraud";"w";0.5;1;2;1;2013
"Waltraud";"w";0.5;1;1;1;2014
"Wamaitha";"w";0;1;1;1;2011
"Wambui";"w";0;1;1;1;2011
"Wambui";"w";0;1;1;1;2015
"Wanda";"w";1;1;1;1;2010
"Wanda";"w";1;1;1;1;2011
"Wanda";"w";1;1;2;1;2014
"Wanda";"w";1;1;4;1;2015
"Wanda";"w";1;1;2;1;2016
"Wanda";"w";1;1;1;1;2017
"Wanda";"w";1;1;1;1;2018
"Wang";"m";0;1;1;1;2014
"Wang";"w";0;1;1;1;2015
"Waniel";"m";0;1;1;1;2011
"Wanja";"m";0.25;1;1;1;2011
"Wanja";"m";0.25;1;1;1;2013
"Wanja";"m";0.25;1;2;1;2014
"Wanja";"m";0.25;1;1;1;2016
"Wanja";"w";0;1;1;1;2018
"Wanjiku";"w";0;1;1;1;2014
"Wansch";"m";0;1;1;1;2011
"Waqif";"m";0;1;1;1;2014
"Warel";"m";0;1;1;1;2013
"Warel";"m";0;1;1;1;2014
"Wares";"m";0;1;1;1;2017
"Warhel";"m";0;1;1;1;2015
"Warin";"w";0;1;1;1;2010
"Waris";"w";0;2;2;1;2013
"Warvin";"w";0;1;1;1;2014
"Warvin";"w";0;1;1;1;2016
"Warwara";"w";0.5;1.5;2;1;2010
"Warwara";"w";0.5;1.5;1;1;2012
"Waryan";"m";0;1;1;1;2011
"Washington";"m";0;1;1;1;2013
"Washington";"m";0;1;1;1;2015
"Wasila";"w";0;1;1;1;2013
"Wasila";"w";0;1;1;1;2015
"Wasili";"m";0;1;1;1;2011
"Wasily";"m";0;1;1;1;2014
"Wasim";"m";0.5;1.5;2;1;2017
"Wasim";"m";0.5;1.5;1;1;2018
"Wassiliki";"w";0;1;1;1;2017
"Wassilissa";"w";0;1;1;1;2013
"Wassilissa";"w";0;1;1;1;2016
"Wassim";"m";0;1;1;1;2012
"Wassim";"m";0;1;1;1;2013
"Wassim";"m";0;1;1;1;2016
"Wassyliwna";"w";0;1;1;1;2011
"Waters";"m";0;1;1;1;2012
"Waturu";"m";0;1;1;1;2012
"Waweru";"m";0;1;1;1;2012
"Weda";"w";0;1;1;1;2010
"Weda";"w";0;1;1;1;2014
"Weda";"w";0;1;1;1;2016
"Weert";"m";0;1;1;1;2015
"Wei";"m";0.5;1;2;1;2011
"Wei";"m";0.5;1;1;1;2015
"Wei";"m";0.5;1;1;1;2016
"Wei";"w";0;1;1;1;2011
"Wei";"w";0;1;1;1;2014
"Wei";"w";0;1;1;1;2016
"Wei-Han";"m";0;1;1;1;2015
"Weilong";"m";0;1;1;1;2012
"Weiqi";"m";0;1;1;1;2012
"Weiran";"m";0;1;1;1;2014
"Weixi";"m";0;1;1;1;2011
"Welat";"m";0;1;1;1;2012
"Welat";"m";0;1;1;1;2016
"Weles";"m";0;1;1;1;2018
"Wella";"w";0;1;1;1;2014
"Wellian";"m";0;1;1;1;2015
"Welly";"w";0;1;1;1;2013
"Welton";"m";0;1;1;1;2011
"Wen";"m";0;1;1;1;2010
"Wen";"m";0;1;1;1;2011
"Wen";"m";0;1;1;1;2012
"Wenbo";"m";0;1;1;1;2012
"Wendelin";"m";0;1;3;1;2010
"Wendelin";"m";0;1;1;1;2011
"Wendelin";"m";0;1;1;1;2012
"Wendelin";"m";0;1;1;1;2013
"Wendelin";"m";0;1;1;1;2014
"Wendelin";"m";0;1;1;1;2016
"Wendelin";"m";0;1;1;1;2018
"Wendpouiré";"w";0;1;1;1;2011
"Wendy";"w";0;1;1;1;2010
"Wendy";"w";0;1;1;1;2011
"Wendy";"w";0;1;1;1;2015
"Wendy";"w";0;1;1;1;2016
"Wenny";"w";0;1;1;1;2015
"Wenxi";"w";0;1;1;1;2016
"Wenya";"w";0;1;1;1;2016
"Wenzel";"m";0;1;1;1;2010
"Wenzel";"m";0;1;1;1;2011
"Wera";"w";0;1;1;1;2010
"Werinhard";"m";0;1;1;1;2016
"Werner";"m";2;4;4;1;2010
"Werner";"m";2;4;3;1;2011
"Werner";"m";2;4;4;1;2012
"Werner";"m";2;4;2;1;2013
"Werner";"m";2;4;5;1;2014
"Werner";"m";2;4;6;1;2015
"Werner";"m";2;4;8;1;2016
"Wernher";"m";0;1;1;1;2010
"Weronika";"w";1;1.5;2;1;2011
"Weronika";"w";1;1.5;1;1;2015
"Weronika";"w";1;1.5;2;1;2016
"Weronika";"w";1;1.5;1;1;2017
"Wesam";"m";0;1;1;1;2016
"Wesel";"m";0;1;1;1;2015
"Wesley";"m";0;1;1;1;2011
"Wesley";"m";0;1;1;1;2012
"Wesley";"m";0;1;1;1;2014
"Wessim";"m";0;1;1;1;2012
"Westa";"w";0;1;1;1;2011
"Wevison";"m";0;1;1;1;2015
"Weynand";"m";0;1;1;1;2011
"Wezo";"m";0;1;1;1;2014
"Whidbey";"m";0;1;1;1;2011
"Whitney";"w";0;1;1;1;2014
"Whitney";"w";0;1;1;1;2018
"Whitney-Faith";"w";0;1;1;1;2011
"Wiaam";"w";0;1;1;1;2010
"Wiana";"w";0;1;1;1;2018
"Wiebke";"w";0.5;1;3;1;2011
"Wiebke";"w";0.5;1;1;1;2013
"Wiebke";"w";0.5;1;1;1;2016
"Wiebke";"w";0.5;1;1;1;2017
"Wieland";"m";0;2;2;1;2013
"Wieronja";"w";0;1;1;1;2014
"Wigbert";"m";0;1;1;1;2014
"Wiggo";"m";0;1;1;1;2013
"Wihelm";"m";0;1;1;1;2013
"Wiiliam";"m";0;1;1;1;2013
"Wijdan";"w";0;1;1;1;2017
"Wiktor";"m";0.25;1;1;1;2012
"Wiktor";"m";0.25;1;1;1;2013
"Wiktor";"m";0.25;1;1;1;2016
"Wiktor";"m";0.25;1;2;1;2018
"Wiktoria";"w";1.5;2;1;1;2010
"Wiktoria";"w";1.5;2;4;1;2011
"Wiktoria";"w";1.5;2;2;1;2014
"Wil";"m";0.5;1.5;2;1;2011
"Wil";"m";0.5;1.5;1;1;2017
"Wilbur";"m";0;1;1;1;2010
"Wilbur";"m";0;1;1;1;2018
"Wilderich";"m";0;1;1;1;2014
"Wilderich";"m";0;1;1;1;2015
"Wilfred";"m";0;1;1;1;2012
"Wilfried";"m";1;1;1;1;2010
"Wilfried";"m";1;1;1;1;2011
"Wilfried";"m";1;1;2;1;2014
"Wilfried";"m";1;1;1;1;2015
"Wilfried";"m";1;1;4;1;2016
"Wilfrith";"m";0;1;1;1;2015
"Wilhelm";"m";8;24;16;1;2010
"Wilhelm";"m";8;24;25;1;2011
"Wilhelm";"m";8;24;24;1;2012
"Wilhelm";"m";8;24;15;1;2013
"Wilhelm";"m";8;24;33;1;2014
"Wilhelm";"m";8;24;19;1;2015
"Wilhelm";"m";8;24;26;1;2016
"Wilhelmina";"w";0;1;1;1;2012
"Wilhelmina";"w";0;1;1;1;2014
"Wilhelmina";"w";0;1;3;1;2015
"Wilhelmina";"w";0;1;1;1;2016
"Wilhelmina";"w";0;1;1;1;2018
"Wilhelmine";"w";1.5;3;1;1;2010
"Wilhelmine";"w";1.5;3;4;1;2011
"Wilhelmine";"w";1.5;3;3;1;2013
